"","unique.TradeData1.country_or_area.","unique.TradeData1.category.","unique.TradeData1.commodity.","round.SMAForecastUSD.mean..digits...2.","round.SMAForecastQTY.mean..digits...2."
"615","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Foliage,branches, for bouquets, etc. - except fresh","1151083","217188.8"
"616","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mosses and lichens for bouquets, ornamental purposes","36373.14"," 2340.15"
"617","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mosses and lichens for bouquets, ornamental purposes","36373.14"," -487.55"
"618","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mosses and lichens for bouquets, ornamental purposes","36373.14","-3315.25"
"619","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mushroom spawn","395682.2","4719.34"
"620","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mushroom spawn","395682.2","4719.34"
"621","Australia","06_live_trees_plants_bulbs_roots_cut_flowers_etc","Mushroom spawn","395682.2","4719.34"
"622","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes seed, fresh or chilled","2032707","2370366"
"623","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes seed, fresh or chilled","2032707","2370366"
"624","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes seed, fresh or chilled","2032707","2370366"
"625","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, fresh or chilled except seed","17377114","30556186"
"626","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, fresh or chilled except seed","17826046","32034959"
"627","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, fresh or chilled except seed","18274978","33513733"
"628","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Tomatoes, fresh or chilled","3115655","1533569"
"629","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Tomatoes, fresh or chilled","2679446","1395256"
"630","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Tomatoes, fresh or chilled","2330329","1284606"
"631","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions and shallots, fresh or chilled","25309255","50271633"
"632","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions and shallots, fresh or chilled","25309255","50271633"
"633","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions and shallots, fresh or chilled","25309255","50271633"
"634","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Garlic, fresh or chilled","29362575","13325354"
"635","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Garlic, fresh or chilled","33347272","13726022"
"636","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Garlic, fresh or chilled","37331968","14126690"
"637","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leeks & other alliaceous vegetables, fresh or chilled","372926.5","164659.4"
"638","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leeks & other alliaceous vegetables, fresh or chilled","335456.0","169267.0"
"639","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leeks & other alliaceous vegetables, fresh or chilled","297985.5","172953.0"
"640","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cauliflowers and headed broccoli, fresh or chilled","12592699"," 8054516"
"641","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cauliflowers and headed broccoli, fresh or chilled","14728283"," 9531995"
"642","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cauliflowers and headed broccoli, fresh or chilled","16863866","11009474"
"643","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Brussels sprouts, fresh or chilled","901219.7","307677.1"
"644","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Brussels sprouts, fresh or chilled","901219.7","307677.1"
"645","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Brussels sprouts, fresh or chilled","901219.7","307677.1"
"646","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Edible brassicas nes, fresh or chilled","2484793","2174165"
"647","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Edible brassicas nes, fresh or chilled","2874026","2535700"
"648","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Edible brassicas nes, fresh or chilled","3185413","2824928"
"649","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cabbage lettuce (head lettuce) fresh or chilled","1117473.6","434316"
"650","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cabbage lettuce (head lettuce) fresh or chilled","1037899.7","434316"
"651","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cabbage lettuce (head lettuce) fresh or chilled"," 958325.8","434316"
"652","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lettuce, fresh or chilled except cabbage lettuce","4276895","1175566"
"653","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lettuce, fresh or chilled except cabbage lettuce","4592703","1276969"
"654","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lettuce, fresh or chilled except cabbage lettuce","4908511","1358091"
"655","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Witloof chicory, fresh or chilled","100575","8094.37"
"656","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Witloof chicory, fresh or chilled","100575","8094.37"
"657","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Witloof chicory, fresh or chilled","100575","8094.37"
"658","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chicory, fresh or chilled, except witloof","139927.9","124148"
"659","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chicory, fresh or chilled, except witloof","139927.9","124148"
"660","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chicory, fresh or chilled, except witloof","139927.9","124148"
"661","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Carrots and turnips, fresh or chilled","59379830","106597590"
"662","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Carrots and turnips, fresh or chilled","61829855","117743827"
"663","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Carrots and turnips, fresh or chilled","64279879","128890064"
"664","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beetroot,salsify,celeriac,radishes etc. fresh, chille"," 334762.60","331250.7"
"665","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beetroot,salsify,celeriac,radishes etc. fresh, chille","  45378.89","331250.7"
"666","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beetroot,salsify,celeriac,radishes etc. fresh, chille","-186128.11","331250.7"
"667","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins, fresh or chilled","223891.6","90966.72"
"668","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins, fresh or chilled","223891.6","90966.72"
"669","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins, fresh or chilled","223891.6","90966.72"
"670","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, shelled or unshelled, fresh or chilled","2167812","889205.3"
"671","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, shelled or unshelled, fresh or chilled","2312350","889205.3"
"672","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, shelled or unshelled, fresh or chilled","2456888","889205.3"
"673","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, shelled or unshelled, fresh or chilled","5595929","2508339"
"674","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, shelled or unshelled, fresh or chilled","5833080","2508339"
"675","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, shelled or unshelled, fresh or chilled","6070230","2508339"
"676","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes except peas & beans, fresh or chilled","150599.7","85195.46"
"677","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes except peas & beans, fresh or chilled","150599.7","85195.46"
"678","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes except peas & beans, fresh or chilled","150599.7","85195.46"
"679","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Globe artichokes, fresh or chilled","26115.78","6840.56"
"680","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Globe artichokes, fresh or chilled","26115.78","6840.56"
"681","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Globe artichokes, fresh or chilled","26115.78","6840.56"
"682","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Asparagus, fresh or chilled","39634785","10741669"
"683","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Asparagus, fresh or chilled","41290694","11761368"
"684","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Asparagus, fresh or chilled","42946603","12781068"
"685","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Aubergines(egg-plants), fresh or chilled","41782.92","25324.84"
"686","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Aubergines(egg-plants), fresh or chilled","41782.92","25324.84"
"687","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Aubergines(egg-plants), fresh or chilled","41782.92","25324.84"
"688","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Celery, other than celeriac, fresh or chilled","4001118","3802012"
"689","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Celery, other than celeriac, fresh or chilled","5060557","4780251"
"690","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Celery, other than celeriac, fresh or chilled","6119995","5758490"
"691","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms, fresh or chilled","10252197","3206702"
"692","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms, fresh or chilled","10252197","3517800"
"693","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms, fresh or chilled","10252197","3828899"
"694","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peppers (Capsicum, Pimenta) fresh or chilled","6192820","2520142"
"695","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peppers (Capsicum, Pimenta) fresh or chilled","5670957","2492686"
"696","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peppers (Capsicum, Pimenta) fresh or chilled","5149094","2470721"
"697","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach fresh or chilled"," 992192.2","201570.4"
"698","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach fresh or chilled","1083071.2","201570.4"
"699","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach fresh or chilled","1173950.1","201570.4"
"700","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, fresh or chilled nes","11791123","5995169"
"701","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, fresh or chilled nes","12467369","6387625"
"702","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, fresh or chilled nes","13008373","6701712"
"703","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, frozen, uncooked steamed or boiled","659242.4","761411.1"
"704","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, frozen, uncooked steamed or boiled","659242.4","761411.1"
"705","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, frozen, uncooked steamed or boiled","659242.4","761411.1"
"706","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, frozen, uncooked steamed or boiled","23240905","24990754"
"707","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, frozen, uncooked steamed or boiled","23630097","24990754"
"708","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas, frozen, uncooked steamed or boiled","24019290","24990754"
"709","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, frozen, uncooked steamed or boiled","9203372","9407410"
"710","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, frozen, uncooked steamed or boiled","9203372","9407410"
"711","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, frozen, uncooked steamed or boiled","9203372","9407410"
"712","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes, except peas and beans, frozen","670323.4","732111.3"
"713","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes, except peas and beans, frozen","670323.4","732111.3"
"714","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Legumes, except peas and beans, frozen","670323.4","732111.3"
"715","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach, frozen, uncooked steamed or boiled","5735723","5943039"
"716","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach, frozen, uncooked steamed or boiled","5586698","6198206"
"717","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Spinach, frozen, uncooked steamed or boiled","5437674","6453374"
"718","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet corn, frozen, uncooked steamed or boiled","11356360","11132021"
"719","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet corn, frozen, uncooked steamed or boiled","10865533","11132021"
"720","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet corn, frozen, uncooked steamed or boiled","10374706","11132021"
"721","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, frozen nes, uncooked steamed or boiled","21828681","20466604"
"722","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, frozen nes, uncooked steamed or boiled","21294561","20561036"
"723","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables, frozen nes, uncooked steamed or boiled","20760441","20655468"
"724","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Frozen vegetable mixtures, uncooked, boiled or steame","25727713","35642493"
"725","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Frozen vegetable mixtures, uncooked, boiled or steame","21132487","37398609"
"726","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Frozen vegetable mixtures, uncooked, boiled or steame","16537261","39154725"
"727","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Olives, provisionally preserved","8826174","6117323"
"728","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Olives, provisionally preserved","8963003","6422868"
"729","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Olives, provisionally preserved","9072467","6667305"
"730","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins provisionally preserved","1040994","2663603"
"731","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins provisionally preserved","1040994","2663603"
"732","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Cucumbers and gherkins provisionally preserved","1040994","2663603"
"733","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes and mixtures provisionally preserved","1244284","950376.2"
"734","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes and mixtures provisionally preserved","1244284","950376.2"
"735","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes and mixtures provisionally preserved","1244284","950376.2"
"736","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, dried, not further prepared","11345402","3710090"
"737","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, dried, not further prepared","11590813","3758890"
"738","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, dried, not further prepared","11836223","3806024"
"739","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms and truffles, dried, not further prepared"," 9187865","1477933"
"740","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms and truffles, dried, not further prepared"," 9650755","1537671"
"741","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Mushrooms and truffles, dried, not further prepared","10113646","1597409"
"742","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes & mixtures, dried, not further prepare","31712610","9094101"
"743","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes & mixtures, dried, not further prepare","34061813","9241103"
"744","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Vegetables nes & mixtures, dried, not further prepare","36411016","9382956"
"745","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas dried, shelled","69791882","161118004"
"746","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas dried, shelled","69791882","161118004"
"747","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Peas dried, shelled","69791882","161118004"
"748","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chickpeas, dried, shelled","699321966","1071137368"
"749","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chickpeas, dried, shelled","743718563","1086388167"
"750","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Chickpeas, dried, shelled","788115160","1101638967"
"751","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Urd,mung,black or green gram beans dried shelled","105527064","97506262"
"752","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Urd,mung,black or green gram beans dried shelled","105527064","97506262"
"753","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Urd,mung,black or green gram beans dried shelled","105527064","97506262"
"754","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, small red (Adzuki) dried, shelled","2657100","2681700"
"755","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, small red (Adzuki) dried, shelled","2749737","2840247"
"756","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans, small red (Adzuki) dried, shelled","2842375","2998794"
"757","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Kidney beans and white pea beans dried shelled","5163984","4027688"
"758","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Kidney beans and white pea beans dried shelled","5163984","4027688"
"759","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Kidney beans and white pea beans dried shelled","5163984","4027688"
"760","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans dried, shelled, nes","4392020","4000234"
"761","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans dried, shelled, nes","4392020","4000234"
"762","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Beans dried, shelled, nes","4392020","4000234"
"763","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lentils dried, shelled","207950263","274233196"
"764","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lentils dried, shelled","212355505","274233196"
"765","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Lentils dried, shelled","215879701","274233196"
"766","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Broad beans and horse beans dried, shelled","153356299","320784487"
"767","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Broad beans and horse beans dried, shelled","156111914","331375094"
"768","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Broad beans and horse beans dried, shelled","158867529","341965701"
"769","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leguminous vegetables dried, shelled","3111981","3527905"
"770","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leguminous vegetables dried, shelled","3111981","3527905"
"771","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Leguminous vegetables dried, shelled","3111981","3527905"
"772","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Manioc (cassava), fresh or dried","1460984","2071807"
"773","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Manioc (cassava), fresh or dried","1502881","2146030"
"774","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Manioc (cassava), fresh or dried","1544778","2220254"
"775","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet potatoes, fresh or dried","1423053","1034862"
"776","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet potatoes, fresh or dried","1591918","1034862"
"777","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Sweet potatoes, fresh or dried","1760782","1034862"
"778","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Arrowroot, salep, etc fresh or dried and sago pith","6924554","3969029"
"779","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Arrowroot, salep, etc fresh or dried and sago pith","7236532","3969029"
"780","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Arrowroot, salep, etc fresh or dried and sago pith","7548510","3969029"
"781","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Truffles, fresh or chilled","3422005"," 698991.0"
"782","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Truffles, fresh or chilled","3422005"," 898006.4"
"783","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Truffles, fresh or chilled","3422005","1097021.9"
"784","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Capers, provisionally preserved","421447.6","304979.5"
"785","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Capers, provisionally preserved","421447.6","304979.5"
"786","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Capers, provisionally preserved","421447.6","304979.5"
"787","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, provisionally preserved","1135753","1850889"
"788","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, provisionally preserved","1135753","1850889"
"789","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Onions, provisionally preserved","1135753","1850889"
"790","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, dried, not further prepared","980764.7","675338.9"
"791","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, dried, not further prepared","980764.7","675338.9"
"792","Australia","07_edible_vegetables_and_certain_roots_and_tubers","Potatoes, dried, not further prepared","980764.7","675338.9"
"793","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Coconuts, fresh or dried","33189177","21510777"
"794","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Coconuts, fresh or dried","35763926","22226058"
"795","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Coconuts, fresh or dried","38338675","22941338"
"796","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Brazil nuts, fresh or dried","12296251","1528820"
"797","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Brazil nuts, fresh or dried","12525752","1487743"
"798","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Brazil nuts, fresh or dried","12755253","1454880"
"799","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Cashew nuts, fresh or dried","133617289","17902588"
"800","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Cashew nuts, fresh or dried","142247174","18187187"
"801","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Cashew nuts, fresh or dried","150877058","18471787"
"802","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds in shell fresh or dried","120483612","22278723"
"803","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds in shell fresh or dried","120972591","22444367"
"804","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds in shell fresh or dried","121461571","22610011"
"805","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds,fresh or dried, shelled","378387282","49209524"
"806","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds,fresh or dried, shelled","423510719","54110157"
"807","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Almonds,fresh or dried, shelled","468634157","59010790"
"808","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts in shell fresh or dried","189389.3","27646.33"
"809","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts in shell fresh or dried","189389.3","27646.33"
"810","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts in shell fresh or dried","189389.3","27646.33"
"811","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts, fresh or dried, shelled","35664608","3357935"
"812","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts, fresh or dried, shelled","39194045","3434522"
"813","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Hazelnuts and filberts, fresh or dried, shelled","42723482","3511108"
"814","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts in shell, fresh or dried"," 8199571","2520478.7"
"815","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts in shell, fresh or dried"," 3179339","1498451.6"
"816","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts in shell, fresh or dried","-1840892"," 476424.6"
"817","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts, fresh or dried, shelled","43216888","5159882"
"818","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts, fresh or dried, shelled","42969691","5159882"
"819","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Walnuts, fresh or dried, shelled","42722495","5159882"
"820","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Chestnuts, fresh or dried","91502.11","29518.81"
"821","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Chestnuts, fresh or dried","86650.71","25828.30"
"822","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Chestnuts, fresh or dried","81799.30","22137.78"
"823","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pistachios, fresh or dried","27280100","2088096"
"824","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pistachios, fresh or dried","29189432","2139335"
"825","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pistachios, fresh or dried","31098765","2190573"
"826","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Nuts edible, fresh or dried, nes","231682394","24574598"
"827","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Nuts edible, fresh or dried, nes","268582076","25221856"
"828","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Nuts edible, fresh or dried, nes","305481758","25869115"
"829","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Bananas, including plantains, fresh or dried","908975.5","354773.8"
"830","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Bananas, including plantains, fresh or dried","908975.5","354773.8"
"831","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Bananas, including plantains, fresh or dried","908975.5","354773.8"
"832","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Dates, fresh or dried","14316017","8458941"
"833","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Dates, fresh or dried","14316017","8597521"
"834","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Dates, fresh or dried","14316017","8736100"
"835","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Figs, fresh or dried"," 9180626","2549811"
"836","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Figs, fresh or dried"," 9955144","2685498"
"837","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Figs, fresh or dried","10729661","2794048"
"838","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pineapples, fresh or dried","1195060","326601.0"
"839","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pineapples, fresh or dried","1195060","295186.0"
"840","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Pineapples, fresh or dried","1195060","263770.9"
"841","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Avocados, fresh or dried","83260290","24081243"
"842","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Avocados, fresh or dried","90843016","26456605"
"843","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Avocados, fresh or dried","98425741","28831968"
"844","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Guavas, mangoes and mangosteens, fresh or dried","29443375","10393006"
"845","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Guavas, mangoes and mangosteens, fresh or dried","31773607","11537814"
"846","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Guavas, mangoes and mangosteens, fresh or dried","34103839","12682622"
"847","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Oranges, fresh or dried","174806004","174854990"
"848","Australia","08_edible_fruit_nuts_peel_of_citrus_fruit_melons","Oranges, fresh or dried","180687353","176320443"
