Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,High-PreClose,PreClose-Low,High-Open,Open-Low,High-Low,PreClose-Open
TATAMOTORS,EQ,12-Jan-18,434.75,437,441.45,432.1,436,437.1,437.06,7408870,3238108898,77270,3053578,41.22,6.7,2.65,4.45,4.9,9.35,-2.25
TATAMOTORS,EQ,15-Jan-18,437.1,438.05,440.05,431.05,432.25,432.35,435.46,4042775,1760480296,49934,1747725,43.23,2.95,6.05,2,7,9,-0.95
TATAMOTORS,EQ,16-Jan-18,432.35,433,435.2,419.5,421.9,421.9,424.97,5623745,2389913459,62106,2072307,36.85,2.85,12.85,2.2,13.5,15.7,-0.65
TATAMOTORS,EQ,17-Jan-18,421.9,422.05,424.5,410.1,423.2,422.95,417.36,10204447,4258963217,97965,4495323,44.05,2.6,11.8,2.45,11.95,14.4,-0.15
TATAMOTORS,EQ,18-Jan-18,422.95,424,428.3,414.45,418,418.95,421.97,9579830,4042359200,82077,3885418,40.56,5.35,8.5,4.3,9.55,13.85,-1.05
TATAMOTORS,EQ,19-Jan-18,418.95,415.2,421.95,415.05,418.2,418.05,417.77,3894062,1626829817,45961,1402160,36.01,3,3.9,6.75,0.15,6.9,3.75
TATAMOTORS,EQ,22-Jan-18,418.05,419.05,424.4,418.45,422.2,421.9,421.87,4643782,1959053962,62493,1944733,41.88,6.35,-0.4,5.35,0.6,5.95,-1
TATAMOTORS,EQ,23-Jan-18,421.9,422.8,422.8,414.75,417.5,418,418.29,6185011,2587139199,89579,3182279,51.45,0.9,7.15,0,8.05,8.05,-0.9
TATAMOTORS,EQ,24-Jan-18,418,416,416.25,402.65,403.95,403.6,407.63,10789570,4398130026,141190,6398551,59.3,-1.75,15.35,0.25,13.35,13.6,2
TATAMOTORS,EQ,25-Jan-18,403.6,403.45,407.65,398,399.9,400.3,401.91,16312167,6556027396,110636,11429199,70.07,4.05,5.6,4.2,5.45,9.65,0.15
TATAMOTORS,EQ,29-Jan-18,400.3,402.5,405.9,398.1,398.9,399.25,402.45,5789602,2330020245,70351,2481113,42.85,5.6,2.2,3.4,4.4,7.8,-2.2
TATAMOTORS,EQ,30-Jan-18,399.25,400,402.3,395,395.7,395.85,398.6,6963005,2775480641,88413,3844240,55.21,3.05,4.25,2.3,5,7.3,-0.75
TATAMOTORS,EQ,31-Jan-18,395.85,395.5,400.95,395.25,400,399.5,398.56,5111454,2037227074,65628,2505162,49.01,5.1,0.6,5.45,0.25,5.7,0.35
TATAMOTORS,EQ,1-Feb-18,399.5,399.9,403.8,390.55,393.3,393.65,398.23,7259426,2890906969,72213,2538607,34.97,4.3,8.95,3.9,9.35,13.25,-0.4
TATAMOTORS,EQ,2-Feb-18,393.65,392,397.4,381.3,382.85,383.75,388.53,10070356,3912636188,112517,4282884,42.53,3.75,12.35,5.4,10.7,16.1,1.65
TATAMOTORS,EQ,5-Feb-18,383.75,381,398,380,398,395.8,392.17,9876017,3873063195,118669,2891984,29.28,14.25,3.75,17,1,18,2.75
TATAMOTORS,EQ,6-Feb-18,395.8,363,379.85,356.5,375.25,375.45,371.36,25294860,9393402167,253993,10564358,41.76,-15.95,39.3,16.85,6.5,23.35,32.8
TATAMOTORS,EQ,7-Feb-18,375.45,380.4,385.4,375.2,378,377.8,380.7,12706795,4837513603,124643,5067508,39.88,9.95,0.25,5,5.2,10.2,-4.95
TATAMOTORS,EQ,8-Feb-18,377.8,379.9,380,372.2,376.2,374.85,375.93,12452396,4681288947,127386,7060135,56.7,2.2,5.6,0.1,7.7,7.8,-2.1
TATAMOTORS,EQ,9-Feb-18,374.85,369.9,373.2,368,369.1,368.75,370.1,8816777,3263053462,141909,4734354,53.7,-1.65,6.85,3.3,1.9,5.2,4.95
TATAMOTORS,EQ,12-Feb-18,368.75,373.4,376.2,370.2,371,371.8,372.75,6002369,2237411372,63325,1959830,32.65,7.45,-1.45,2.8,3.2,6,-4.65
TATAMOTORS,EQ,14-Feb-18,371.8,372.9,382.3,370.6,375.8,376.85,376.19,9623436,3620203222,118765,3806194,39.55,10.5,1.2,9.4,2.3,11.7,-1.1
TATAMOTORS,EQ,15-Feb-18,376.85,379.8,382.2,373.1,375.9,375.8,379.06,10225880,3876188479,90362,4999054,48.89,5.35,3.75,2.4,6.7,9.1,-2.95
TATAMOTORS,EQ,16-Feb-18,375.8,378,379.4,367.6,370.5,370.75,372.75,8545282,3185239737,73419,4512223,52.8,3.6,8.2,1.4,10.4,11.8,-2.2
TATAMOTORS,EQ,19-Feb-18,370.75,373.7,374.7,362.8,370.5,368.75,368.36,5658765,2084466061,57354,1964521,34.72,3.95,7.95,1,10.9,11.9,-2.95
TATAMOTORS,EQ,20-Feb-18,368.75,370.35,370.9,366.5,369.2,369.3,368.87,3972114,1465194017,56127,1357431,34.17,2.15,2.25,0.55,3.85,4.4,-1.6
TATAMOTORS,EQ,21-Feb-18,369.3,372.5,372.5,362.85,364.05,364.45,365.24,8640166,3155737968,101084,5341386,61.82,3.2,6.45,0,9.65,9.65,-3.2
TATAMOTORS,EQ,22-Feb-18,364.45,363,363,357.5,358.65,358.5,359.42,10870704,3907171384,77743,6233447,57.34,-1.45,6.95,0,5.5,5.5,1.45
TATAMOTORS,EQ,23-Feb-18,358.5,360.1,364.6,358.75,360.35,360.2,361.51,6751064,2440580127,64044,3237322,47.95,6.1,-0.25,4.5,1.35,5.85,-1.6
TATAMOTORS,EQ,26-Feb-18,360.2,362,373.5,362,372.8,372.05,370.38,10576794,3917479403,106827,3366435,31.83,13.3,-1.8,11.5,0,11.5,-1.8
TATAMOTORS,EQ,27-Feb-18,372.05,375,376.6,370.35,373.3,372.55,372.91,6156672,2295873628,63985,1825878,29.66,4.55,1.7,1.6,4.65,6.25,-2.95
TATAMOTORS,EQ,28-Feb-18,372.55,370,373.65,367.15,369.85,369.9,370.48,8009429,2967333393,88145,4072064,50.84,1.1,5.4,3.65,2.85,6.5,2.55
TATAMOTORS,EQ,1-Mar-18,369.9,369.75,376.3,369.05,370.1,370.75,373.1,6991806,2608660988,78996,2154226,30.81,6.4,0.85,6.55,0.7,7.25,0.15
TATAMOTORS,EQ,5-Mar-18,370.75,368.75,368.75,350.1,351.95,352.05,356.11,14665325,5222483012,128205,7110523,48.49,-2,20.65,0,18.65,18.65,2
TATAMOTORS,EQ,6-Mar-18,352.05,355.15,357.95,345,346.2,346.5,352.13,8876632,3125771666,127268,3313850,37.33,5.9,7.05,2.8,10.15,12.95,-3.1
TATAMOTORS,EQ,7-Mar-18,346.5,345,355.3,343.25,348.05,347.8,349.95,15599393,5458998930,131424,5624176,36.05,8.8,3.25,10.3,1.75,12.05,1.5
TATAMOTORS,EQ,8-Mar-18,347.8,350.8,351.9,341.05,345.05,345.15,344.99,7674221,2647560295,92335,3345507,43.59,4.1,6.75,1.1,9.75,10.85,-3
TATAMOTORS,EQ,9-Mar-18,345.15,345.55,348.7,340.15,342,341.5,344.31,5519224,1900303318,79391,1879528,34.05,3.55,5,3.15,5.4,8.55,-0.4
TATAMOTORS,EQ,12-Mar-18,341.5,345,353.8,340.35,353.15,352.6,347.02,8238960,2859052951,86481,3158689,38.34,12.3,1.15,8.8,4.65,13.45,-3.5
TATAMOTORS,EQ,13-Mar-18,352.6,352.6,356.45,350,353.8,353.15,353.74,6184241,2187600761,79499,2575948,41.65,3.85,2.6,3.85,2.6,6.45,0
TATAMOTORS,EQ,14-Mar-18,353.15,351,354.9,349.6,354.85,354.05,352.08,3820313,1345056807,43291,1338218,35.03,1.75,3.55,3.9,1.4,5.3,2.15
TATAMOTORS,EQ,15-Mar-18,354.05,354.05,358.4,351.1,353.5,353.1,354.11,4331145,1533692130,57848,1241310,28.66,4.35,2.95,4.35,2.95,7.3,0
TATAMOTORS,EQ,16-Mar-18,353.1,352.05,352.6,338.4,339.5,339.75,342.61,14205582,4866987581,120580,8937736,62.92,-0.5,14.7,0.55,13.65,14.2,1.05
TATAMOTORS,EQ,19-Mar-18,339.75,341.2,342.1,332.55,336,335.7,336.72,9391347,3162255453,119660,4186979,44.58,2.35,7.2,0.9,8.65,9.55,-1.45
TATAMOTORS,EQ,20-Mar-18,335.7,335.5,340.4,333.55,339.9,338.8,338.06,5080453,1717516589,73027,1767360,34.79,4.7,2.15,4.9,1.95,6.85,0.2
TATAMOTORS,EQ,21-Mar-18,338.8,339.9,342.25,332.25,334.8,333.85,336.63,6812442,2293260147,67296,2526817,37.09,3.45,6.55,2.35,7.65,10,-1.1
TATAMOTORS,EQ,22-Mar-18,333.85,338.5,340.25,334.8,338.1,338.2,338,9255091,3128260792,60124,3217194,34.76,6.4,-0.95,1.75,3.7,5.45,-4.65
TATAMOTORS,EQ,23-Mar-18,338.2,330,334.8,329.6,330.4,330.85,331.82,8578297,2846411466,80119,4190648,48.85,-3.4,8.6,4.8,0.4,5.2,8.2
TATAMOTORS,EQ,26-Mar-18,330.85,328.8,333.9,324.3,332.35,332.35,328.75,8907023,2928190067,107091,3727611,41.85,3.05,6.55,5.1,4.5,9.6,2.05
TATAMOTORS,EQ,27-Mar-18,332.35,333.95,335.8,330.1,330.8,331.15,332.81,6822448,2270576640,91016,3653060,53.54,3.45,2.25,1.85,3.85,5.7,-1.6
TATAMOTORS,EQ,28-Mar-18,331.15,331.5,333.65,325.2,327.3,326.85,329.45,10975624,3615965434,91171,6592744,60.07,2.5,5.95,2.15,6.3,8.45,-0.35
TATAMOTORS,EQ,2-Apr-18,326.85,335,340.8,332.7,340.4,339.15,336.42,9874486,3321929388,87501,3755688,38.03,13.95,-5.85,5.8,2.3,8.1,-8.15
TATAMOTORS,EQ,3-Apr-18,339.15,338.4,344.5,337.15,342.45,343.1,342.11,6989584,2391198986,81593,2321216,33.21,5.35,2,6.1,1.25,7.35,0.75
TATAMOTORS,EQ,4-Apr-18,343.1,346.8,363.7,346.25,354.8,355.6,358.29,27157199,9730031286,243264,5910308,21.76,20.6,-3.15,16.9,0.55,17.45,-3.7
TATAMOTORS,EQ,5-Apr-18,355.6,362.6,372.35,359.8,362,362.2,366.9,28886070,10598314945,169067,9601766,33.24,16.75,-4.2,9.75,2.8,12.55,-7
TATAMOTORS,EQ,6-Apr-18,362.2,362,368.35,356.45,363.4,364.1,363.14,13297051,4828723402,109844,3134935,23.58,6.15,5.75,6.35,5.55,11.9,0.2
TATAMOTORS,EQ,9-Apr-18,364.1,361.9,368.6,357,358.25,358.3,361.3,9555113,3452254847,87454,3399496,35.58,4.5,7.1,6.7,4.9,11.6,2.2
TATAMOTORS,EQ,10-Apr-18,358.3,360.5,362.35,351.5,353.45,353.25,355.17,8201215,2912843630,85954,3281980,40.02,4.05,6.8,1.85,9,10.85,-2.2
TATAMOTORS,EQ,11-Apr-18,353.25,355,357.15,350.5,355.3,355.8,354.01,5622957,1990601953,53355,1415001,25.16,3.9,2.75,2.15,4.5,6.65,-1.75
TATAMOTORS,EQ,12-Apr-18,355.8,358,364.4,357,358.55,358.4,360.01,13145938,4732716743,89462,4498065,34.22,8.6,-1.2,6.4,1,7.4,-2.2
TATAMOTORS,EQ,13-Apr-18,358.4,357.9,361,354.4,356.1,357.05,357.29,5935628,2120770159,61727,1500369,25.28,2.6,4,3.1,3.5,6.6,0.5
TATAMOTORS,EQ,16-Apr-18,357.05,350.8,352.8,337.55,340,339.15,342.36,19157051,6558671675,213724,7977435,41.64,-4.25,19.5,2,13.25,15.25,6.25
TATAMOTORS,EQ,17-Apr-18,339.15,342.3,344.2,332.6,336.7,336.45,337.47,14241074,4805990322,149758,6135055,43.08,,,,,11.6,-3.15
TATAMOTORS,EQ,18-Apr-18,336.45,338.2,339.75,333.4,335.3,334.8,336.81,6699271,2256371368,64651,-,-,,,,,6.35,-1.75
TATAMOTORS,EQ,19-Apr-18,334.8,336.5,337,332.5,335,334.25,334.57,7087115,2371129886,78546,3736727,52.73,,,,,,
TATAMOTORS,EQ,20-Apr-18,334.25,335.95,343.25,334.6,336.1,336,338.84,11908652,4035086525,110315,3658054,30.72,,,,,,
TATAMOTORS,EQ,23-Apr-18,336,335.95,339.5,333,333.65,334.05,336,8056732,2707028957,83673,2967078,36.83,,,,,,
TATAMOTORS,EQ,24-Apr-18,334.05,334.8,335,330.6,331.85,331.55,332.74,9210931,3064855395,103937,5531057,60.05,,,,,,
TATAMOTORS,EQ,25-Apr-18,331.55,330.8,334,327.75,328.45,328.6,330.35,6306039,2083229494,71066,2927109,46.42,,,,,,
TATAMOTORS,EQ,26-Apr-18,328.6,329.9,335.95,326,331.3,330.25,331.15,16647689,5512814536,131634,9301179,55.87,,,,,,
TATAMOTORS,EQ,27-Apr-18,330.25,333,337.65,331.05,336.65,336.9,334.51,8804236,2945138109,105006,4274508,48.55,,,,,,
TATAMOTORS,EQ,30-Apr-18,336.9,338.5,342.75,337.25,340.75,340.4,340.3,5937740,2020599582,64783,2222431,37.43,,,,,,
TATAMOTORS,EQ,2-May-18,340.4,349.2,351.65,335,335.75,336.05,342.87,16022148,5493449826,143225,6041470,37.71,,,,,,
TATAMOTORS,EQ,3-May-18,336.05,335.5,335.9,329.15,333.25,333.5,332,6870513,2280991176,105823,2208645,32.15,,,,,,
TATAMOTORS,EQ,4-May-18,333.5,333.75,337.3,329.5,334.5,334.4,333.16,6660062,2218898653,77016,2041499,30.65,,,,,,
TATAMOTORS,EQ,7-May-18,334.4,337.85,337.85,333.7,335.3,335.15,335.37,3888627,1304136922,92157,1536636,39.52,,,,,,
TATAMOTORS,EQ,8-May-18,335.15,336.3,336.6,330.25,331.25,332.15,332.16,8114997,2695475429,156582,5241748,64.59,,,,,,
TATAMOTORS,EQ,9-May-18,332.15,331,347.25,331,341.45,341.95,341.7,19019847,6499118350,164649,6231387,32.76,,,,,,
TATAMOTORS,EQ,10-May-18,341.95,343.75,343.75,332.75,333.5,333.6,336.7,11158000,3756879889,124964,3865161,34.64,,,,,,
TATAMOTORS,EQ,11-May-18,333.6,334,334,330,330.7,330.8,331.68,7365579,2443008110,75917,3169692,43.03,,,,,,
TATAMOTORS,EQ,14-May-18,330.8,333,333,323,323.5,323.6,325.7,8312976,2707509904,98756,3582715,43.1,,,,,,
TATAMOTORS,EQ,15-May-18,323.6,324,324.05,305.7,310.7,310.1,314.99,15323964,4826923268,203938,7114004,46.42,,,,,,
TATAMOTORS,EQ,16-May-18,310.1,309.95,315.75,306.7,309.8,310.25,311.2,12051269,3750397571,123384,4678253,38.82,,,,,,
TATAMOTORS,EQ,17-May-18,310.25,313.1,319.5,309.3,314.55,314.9,315.25,10214660,3220138720,97633,3921615,38.39,,,,,,
TATAMOTORS,EQ,18-May-18,314.9,314.75,315,303.5,304.8,304.6,307.11,11688577,3589633648,155665,6069750,51.93,,,,,,
TATAMOTORS,EQ,21-May-18,304.6,304.75,307.2,294.7,296.4,295.9,299.21,11549490,3455695179,139373,5032975,43.58,,,,,,
TATAMOTORS,EQ,22-May-18,295.9,296.55,312.5,296.55,308,307.7,304.99,17199292,5245649679,167034,4752764,27.63,,,,,,
TATAMOTORS,EQ,23-May-18,307.7,311.1,317.25,305.4,309.4,309.45,312.24,17698475,5526128618,150970,5755114,32.52,,,,,,
TATAMOTORS,EQ,24-May-18,309.45,300,307.65,284.1,289.85,288.65,291.35,46104103,13432474748,415816,13281607,28.81,,,,,,
TATAMOTORS,EQ,25-May-18,288.65,290.4,297.45,286.25,293.95,294.15,293.25,19240172,5642088163,184209,5522184,28.7,,,,,,
TATAMOTORS,EQ,28-May-18,294.15,293.75,299.9,290.3,295.95,296.3,296.61,8516862,2526172398,90018,2297863,26.98,,,,,,
TATAMOTORS,EQ,29-May-18,296.3,296.8,300,293,293.2,294.65,297.75,9816561,2922852439,115806,3791308,38.62,,,,,,
TATAMOTORS,EQ,30-May-18,294.65,289.95,292.25,286.15,288.95,288.9,289.91,11649429,3377302350,122918,4440710,38.12,,,,,,
TATAMOTORS,EQ,31-May-18,288.9,289.95,290.85,281.6,283.15,282.5,284.1,28771987,8174041459,177873,18914542,65.74,,,,,,
TATAMOTORS,EQ,1-Jun-18,282.5,284.5,290.35,283.05,287.5,287.2,287.77,15840810,4558479297,129864,5005887,31.6,,,,,,
TATAMOTORS,EQ,4-Jun-18,287.2,292.5,293.85,286,287.15,286.65,289.54,10835487,3137265392,136883,3238590,29.89,,,,,,
TATAMOTORS,EQ,5-Jun-18,286.65,286.65,288.25,283.6,285.5,284.95,285.35,7456195,2127605687,89481,2821497,37.84,,,,,,
TATAMOTORS,EQ,6-Jun-18,284.95,286.85,296.9,285.25,295.45,295.65,292.06,19754001,5769325692,155901,7641221,38.68,,,,,,
TATAMOTORS,EQ,7-Jun-18,295.65,296.3,306.9,295.25,304.75,305.4,301.28,22839023,6881007435,171241,8879362,38.88,,,,,,
TATAMOTORS,EQ,8-Jun-18,305.4,305.7,315.55,302.4,308.95,309.95,311.33,27249374,8483616458,195602,9210968,33.8,,,,,,
TATAMOTORS,EQ,11-Jun-18,309.95,310.9,313.9,306.65,309.35,309.75,310.9,14650133,4554737622,151835,5284345,36.07,,,,,,
TATAMOTORS,EQ,12-Jun-18,309.75,310.95,313.65,307.2,308.25,307.8,310.51,7932388,2463106957,74689,2555561,32.22,,,,,,
TATAMOTORS,EQ,13-Jun-18,307.8,309.2,311.25,307,308.85,308.4,309.31,7280886,2252073345,78861,2303038,31.63,,,,,,
TATAMOTORS,EQ,14-Jun-18,308.4,308.5,309.6,303.8,306.3,305.9,305.76,6532693,1997417558,80887,1952271,29.88,,,,,,
