Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,High-PreClose,PreClose-Low,High-Open,Open-Low,High-Low,PreClose-Open
TATAMOTORS,EQ,18-Apr-16,408.75,407.65,409.9,402.5,407,407.35,406.23,5571076,2263116757,77253,2566673,46.07,1.15,6.25,2.25,5.15,7.4,1.1
TATAMOTORS,EQ,20-Apr-16,407.35,407,410.35,400.65,403.85,404.1,405.83,7589901,3080243737,100611,3629564,47.82,3,6.7,3.35,6.35,9.7,0.35
TATAMOTORS,EQ,21-Apr-16,404.1,408.7,417.2,406,410.5,411.5,411.43,9211869,3790068646,111112,4678184,50.78,13.1,-1.9,8.5,2.7,11.2,-4.6
TATAMOTORS,EQ,22-Apr-16,411.5,412.1,420.5,408,417.1,417,416.08,5995998,2494804238,75965,2148363,35.83,9,3.5,8.4,4.1,12.5,-0.6
TATAMOTORS,EQ,25-Apr-16,417,417.6,417.6,410,412,412.2,412.76,3272996,1350953356,63481,1203343,36.77,0.6,7,0,7.6,7.6,-0.6
TATAMOTORS,EQ,26-Apr-16,412.2,408.65,423.65,405.05,418.35,419.05,416.78,6998505,2916830581,106925,2904984,41.51,11.45,7.15,15,3.6,18.6,3.55
TATAMOTORS,EQ,27-Apr-16,419.05,418.95,425.25,414.65,419.1,418.55,420.75,6227941,2620408236,95959,2918121,46.86,6.2,4.4,6.3,4.3,10.6,0.1
TATAMOTORS,EQ,28-Apr-16,418.55,418.8,420.95,409.7,410.45,411.35,413.77,7546101,3122376408,150016,4180794,55.4,2.4,8.85,2.15,9.1,11.25,-0.25
TATAMOTORS,EQ,29-Apr-16,411.35,410,413.7,403.05,408.1,408.35,407.72,6251095,2548713444,104590,2709408,43.34,2.35,8.3,3.7,6.95,10.65,1.35
TATAMOTORS,EQ,2-May-16,408.35,407.95,410.45,402.5,408.2,407.7,406.96,4178821,1700632782,57962,1414442,33.85,2.1,5.85,2.5,5.45,7.95,0.4
TATAMOTORS,EQ,3-May-16,407.7,410.9,422,407.8,408.85,409.65,415.54,9620804,3997866700,104175,2961494,30.78,14.3,-0.1,11.1,3.1,14.2,-3.2
TATAMOTORS,EQ,4-May-16,409.65,405.5,405.5,380.1,383.15,381.8,389.08,12069134,4695882347,136649,5276917,43.72,-4.15,29.55,0,25.4,25.4,4.15
TATAMOTORS,EQ,5-May-16,381.8,384,396.05,383.15,389.7,391.15,391.17,9601341,3755759881,97494,4320362,45,14.25,-1.35,12.05,0.85,12.9,-2.2
TATAMOTORS,EQ,6-May-16,391.15,388.6,400.9,384.5,397.6,398.7,392.37,9953672,3905565970,113433,5292817,53.17,9.75,6.65,12.3,4.1,16.4,2.55
TATAMOTORS,EQ,9-May-16,398.7,400.35,405.2,395.15,402.65,403.35,400.62,8700283,3485501075,103866,3768260,43.31,6.5,3.55,4.85,5.2,10.05,-1.65
TATAMOTORS,EQ,10-May-16,403.35,400.8,400.8,387.15,389.95,388.95,390.89,9166453,3583065896,122990,4215780,45.99,-2.55,16.2,0,13.65,13.65,2.55
TATAMOTORS,EQ,11-May-16,388.95,384.8,391.95,376.1,380.4,379.85,383.75,11595875,4449969069,131335,4527541,39.04,3,12.85,7.15,8.7,15.85,4.15
TATAMOTORS,EQ,12-May-16,379.85,379,388.6,379,387,387.05,385.58,6506343,2508710558,72505,2711453,41.67,8.75,0.85,9.6,0,9.6,0.85
TATAMOTORS,EQ,13-May-16,387.05,391.25,394,385.5,389.5,389.95,390.35,14027896,5475843916,146771,7783927,55.49,6.95,1.55,2.75,5.75,8.5,-4.2
TATAMOTORS,EQ,16-May-16,389.95,393.8,396.7,389,390.75,392.7,393.22,8248193,3243327646,87893,4095663,49.66,6.75,0.95,2.9,4.8,7.7,-3.85
TATAMOTORS,EQ,17-May-16,392.7,392.6,395,386.6,389.5,389.7,391.45,9425555,3689604099,90601,4250112,45.09,2.3,6.1,2.4,6,8.4,0.1
TATAMOTORS,EQ,18-May-16,389.7,383.5,387.35,381.6,384.75,384.85,384.67,8589315,3304074477,93580,4525540,52.69,-2.35,8.1,3.85,1.9,5.75,6.2
TATAMOTORS,EQ,19-May-16,384.85,386.25,393.3,381.95,384.65,386.9,389.66,10988676,4281792709,87631,5758286,52.4,8.45,2.9,7.05,4.3,11.35,-1.4
TATAMOTORS,EQ,20-May-16,386.9,386.7,392.7,383.5,384,384.45,388.82,6537509,2541941969,72726,3313819,50.69,5.8,3.4,6,3.2,9.2,0.2
TATAMOTORS,EQ,23-May-16,384.45,388.55,389.95,380.1,383.3,381.75,386.2,8153090,3148755711,89566,4069433,49.91,5.5,4.35,1.4,8.45,9.85,-4.1
TATAMOTORS,EQ,24-May-16,381.75,383.8,391.75,382.65,389,389.1,389.07,10568106,4111694019,91891,6545991,61.94,10,-0.9,7.95,1.15,9.1,-2.05
TATAMOTORS,EQ,25-May-16,389.1,394,399.95,394,396.55,397,397.32,8897382,3535066099,95924,5066654,56.95,10.85,-4.9,5.95,0,5.95,-4.9
TATAMOTORS,EQ,26-May-16,397,400.5,402,396.75,400,399.25,399.26,8469732,3381592729,89195,5138069,60.66,5,0.25,1.5,3.75,5.25,-3.5
TATAMOTORS,EQ,27-May-16,399.25,400,405,396,403.1,403.9,401.07,9035525,3623856122,82737,3818131,42.26,5.75,3.25,5,4,9,-0.75
TATAMOTORS,EQ,30-May-16,403.9,404.8,423.6,401.3,423,421.25,415.18,15767133,6546205691,186242,6783607,43.02,19.7,2.6,18.8,3.5,22.3,-0.9
TATAMOTORS,EQ,31-May-16,421.25,456,464.9,445,455.6,459.65,457.17,110744326,50629434633,438702,73338482,66.22,43.65,-23.75,8.9,11,19.9,-34.75
TATAMOTORS,EQ,1-Jun-16,459.65,455.75,458.3,445,446.8,449.2,452.7,10389215,4703223678,140757,4679600,45.04,-1.35,14.65,2.55,10.75,13.3,3.9
TATAMOTORS,EQ,2-Jun-16,449.2,444.1,460.5,444.1,453,453.45,454.99,13674434,6221681917,147002,5704701,41.72,11.3,5.1,16.4,0,16.4,5.1
TATAMOTORS,EQ,3-Jun-16,453.45,458.05,461.8,452.5,452.55,453.95,457.01,11672544,5334479479,110388,5895577,50.51,8.35,0.95,3.75,5.55,9.3,-4.6
TATAMOTORS,EQ,6-Jun-16,453.95,457.8,465,450.2,462.55,460.5,456.15,9356808,4268077962,117496,3251389,34.75,11.05,3.75,7.2,7.6,14.8,-3.85
TATAMOTORS,EQ,7-Jun-16,460.5,466.45,466.45,459,463.2,463.05,462.35,12568902,5811261722,119943,6078541,48.36,5.95,1.5,0,7.45,7.45,-5.95
TATAMOTORS,EQ,8-Jun-16,463.05,465.5,468.8,463.2,465,466.15,465.59,10467158,4873377957,82424,4727977,45.17,5.75,-0.15,3.3,2.3,5.6,-2.45
TATAMOTORS,EQ,9-Jun-16,466.15,469.45,470.25,465,467,467.15,467.17,8525017,3982604636,73094,2848037,33.41,4.1,1.15,0.8,4.45,5.25,-3.3
TATAMOTORS,EQ,10-Jun-16,467.15,466.75,466.75,454.5,457.4,456.95,460.95,7039858,3245054592,90106,2502464,35.55,-0.4,12.65,0,12.25,12.25,0.4
TATAMOTORS,EQ,13-Jun-16,456.95,451,451.4,436.7,444.55,444.25,442.07,9507282,4202843408,92197,4103230,43.16,-5.55,20.25,0.4,14.3,14.7,5.95
TATAMOTORS,EQ,14-Jun-16,444.25,446.9,453.85,441.15,448.7,448.4,448.85,9615226,4315751975,134160,3772548,39.24,9.6,3.1,6.95,5.75,12.7,-2.65
TATAMOTORS,EQ,15-Jun-16,448.4,449.9,453,447.25,451.55,452.1,450.48,5704865,2569932489,71444,2666380,46.74,4.6,1.15,3.1,2.65,5.75,-1.5
TATAMOTORS,EQ,16-Jun-16,452.1,449.7,455.5,446.05,453.9,454.35,450.51,7255454,3268647426,107017,3349838,46.17,3.4,6.05,5.8,3.65,9.45,2.4
TATAMOTORS,EQ,17-Jun-16,454.35,461,465.75,457.3,463.65,464.4,462.54,7836702,3624826109,128797,3988140,50.89,11.4,-2.95,4.75,3.7,8.45,-6.65
TATAMOTORS,EQ,20-Jun-16,464.4,464.75,484.2,460.25,482.6,482.05,473.11,9261350,4381666005,104212,3858579,41.66,19.8,4.15,19.45,4.5,23.95,-0.35
TATAMOTORS,EQ,21-Jun-16,482.05,484,486.2,477.6,484.3,484.9,482.43,8907801,4297416242,95613,4803735,53.93,4.15,4.45,2.2,6.4,8.6,-1.95
TATAMOTORS,EQ,22-Jun-16,484.9,483.05,484.8,468.05,472,472.7,473.7,7660165,3628622070,96495,3007835,39.27,-0.1,16.85,1.75,15,16.75,1.85
TATAMOTORS,EQ,23-Jun-16,472.7,476.1,489.9,476.1,487.75,487.95,483.17,9628216,4652020903,131019,4226545,43.9,17.2,-3.4,13.8,0,13.8,-3.4
TATAMOTORS,EQ,24-Jun-16,487.95,439.2,453.75,421.25,447.7,449.4,439.3,40998600,18010652363,330936,13288590,32.41,-34.2,66.7,14.55,17.95,32.5,48.75
TATAMOTORS,EQ,27-Jun-16,449.4,451.8,457.25,443.6,447.95,448.95,448.82,12450283,5587920652,128652,3745912,30.09,7.85,5.8,5.45,8.2,13.65,-2.4
TATAMOTORS,EQ,28-Jun-16,448.95,448,448,433,441,440.4,441.08,10190394,4494815904,128902,4748857,46.6,-0.95,15.95,0,15,15,0.95
TATAMOTORS,EQ,29-Jun-16,440.4,447.1,449.8,445.4,447,447.25,447.44,6285461,2812390309,79651,2624130,41.75,9.4,-5,2.7,1.7,4.4,-6.7
TATAMOTORS,EQ,30-Jun-16,447.25,454.3,462.25,451.55,458.5,459.25,458.74,13214064,6061762348,128591,7406521,56.05,15,-4.3,7.95,2.75,10.7,-7.05
TATAMOTORS,EQ,1-Jul-16,459.25,463.6,464.75,454.7,459.1,457.9,458.85,7027759,3224695206,87253,3438941,48.93,5.5,4.55,1.15,8.9,10.05,-4.35
TATAMOTORS,EQ,4-Jul-16,457.9,467,474.85,467,468.8,469.5,471.58,8413087,3967466086,178631,3941626,46.85,16.95,-9.1,7.85,0,7.85,-9.1
TATAMOTORS,EQ,5-Jul-16,469.5,468.5,469,459.5,460.5,460.9,462.42,4934087,2281644516,60419,2419955,49.05,-0.5,10,0.5,9,9.5,1
TATAMOTORS,EQ,7-Jul-16,460.9,460.95,465.45,454.1,455.5,455.15,458.84,6580663,3019495422,88253,2959956,44.98,4.55,6.8,4.5,6.85,11.35,-0.05
TATAMOTORS,EQ,8-Jul-16,455.15,464.3,468.2,462.65,466.3,466.3,465.37,9263727,4311085440,105310,5229311,56.45,13.05,-7.5,3.9,1.65,5.55,-9.15
TATAMOTORS,EQ,11-Jul-16,466.3,472.1,486.8,472.1,483.85,484.6,482.86,10477166,5059024781,123496,5770021,55.07,20.5,-5.8,14.7,0,14.7,-5.8
TATAMOTORS,EQ,12-Jul-16,484.6,486,488.65,481.1,485,484.3,483.74,6767972,3273968928,105966,3797358,56.11,4.05,3.5,2.65,4.9,7.55,-1.4
TATAMOTORS,EQ,13-Jul-16,484.3,485.95,488.1,477.95,480.65,481.1,481.61,5855718,2820182186,73612,3164012,54.03,3.8,6.35,2.15,8,10.15,-1.65
TATAMOTORS,EQ,14-Jul-16,481.1,480.1,489.3,478.95,485.5,486.1,486.35,5983007,2909811700,90559,3185848,53.25,8.2,2.15,9.2,1.15,10.35,1
TATAMOTORS,EQ,15-Jul-16,486.1,480,501.7,479.65,494.05,494,494.65,8889558,4397175836,102652,4000847,45.01,15.6,6.45,21.7,0.35,22.05,6.1
TATAMOTORS,EQ,18-Jul-16,494,495,505,490,490.75,492.65,500.08,7463954,3732579057,84910,3373789,45.2,11,4,10,5,15,-1
TATAMOTORS,EQ,19-Jul-16,492.65,493.9,503.5,493.45,498,499.25,498.46,7665519,3820991771,90528,3079013,40.17,10.85,-0.8,9.6,0.45,10.05,-1.25
TATAMOTORS,EQ,20-Jul-16,499.25,496.3,502.45,492.45,493.5,493.9,495.33,5697901,2822351472,61459,3160786,55.47,3.2,6.8,6.15,3.85,10,2.95
TATAMOTORS,EQ,21-Jul-16,493.9,498.45,500,489.7,490.65,491.05,495.2,3658371,1811617521,61330,1200602,32.82,6.1,4.2,1.55,8.75,10.3,-4.55
TATAMOTORS,EQ,22-Jul-16,491.05,494.45,508.45,493.5,506.65,507.2,499.96,5588143,2793827598,87836,2352779,42.1,17.4,-2.45,14,0.95,14.95,-3.4
TATAMOTORS,EQ,25-Jul-16,507.2,505.5,510.95,503.35,508.55,509,507.46,4638151,2353682354,82370,2101856,45.32,3.75,3.85,5.45,2.15,7.6,1.7
TATAMOTORS,EQ,26-Jul-16,509,506.05,513.35,502.1,502.95,503.25,507.31,6187499,3139010715,109884,3390199,54.79,4.35,6.9,7.3,3.95,11.25,2.95
TATAMOTORS,EQ,27-Jul-16,503.25,507.75,513.05,505.5,509.35,510.1,509.94,5193425,2648343230,79157,2561638,49.32,9.8,-2.25,5.3,2.25,7.55,-4.5
TATAMOTORS,EQ,28-Jul-16,510.1,510,511.9,498.75,508.75,506.85,506.28,6338260,3208920563,56741,3723996,58.75,1.8,11.35,1.9,11.25,13.15,0.1
TATAMOTORS,EQ,29-Jul-16,506.85,507.8,510.5,501.1,503.35,503.2,505.11,3746332,1892324650,53241,1675507,44.72,3.65,5.75,2.7,6.7,9.4,-0.95
TATAMOTORS,EQ,1-Aug-16,503.2,506.8,514.9,505.5,507.85,508.25,509.72,4748497,2420412512,46864,2043546,43.04,11.7,-2.3,8.1,1.3,9.4,-3.6
TATAMOTORS,EQ,2-Aug-16,508.25,510,511.2,491.15,494.75,493.3,502.94,5251838,2641351409,52988,2662266,50.69,2.95,17.1,1.2,18.85,20.05,-1.75
TATAMOTORS,EQ,3-Aug-16,493.3,494.5,499.5,475.5,479.3,478.4,485.95,7925049,3851193356,107700,3896101,49.16,6.2,17.8,5,19,24,-1.2
TATAMOTORS,EQ,4-Aug-16,478.4,490.1,501.45,488.6,500.55,500,497.06,9476008,4710165705,106240,3949792,41.68,23.05,-10.2,11.35,1.5,12.85,-11.7
TATAMOTORS,EQ,5-Aug-16,500,507.2,518.7,502.15,517,516.4,510.16,6393514,3261737495,79925,2368740,37.05,18.7,-2.15,11.5,5.05,16.55,-7.2
TATAMOTORS,EQ,8-Aug-16,516.4,518.2,522.6,513.4,514.55,514.8,516.87,4649302,2403069793,155581,2424444,52.15,6.2,3,4.4,4.8,9.2,-1.8
TATAMOTORS,EQ,9-Aug-16,514.8,521,522,509.2,513.4,513.8,514.59,6015760,3095645711,233468,3368037,55.99,7.2,5.6,1,11.8,12.8,-6.2
TATAMOTORS,EQ,10-Aug-16,513.8,515.6,516.5,502.3,503.65,503.45,506.07,6371139,3224235667,119009,3766191,59.11,2.7,11.5,0.9,13.3,14.2,-1.8
TATAMOTORS,EQ,11-Aug-16,503.45,503.75,505,495.1,502.4,503.25,500.35,4112806,2057845094,69675,1569700,38.17,1.55,8.35,1.25,8.65,9.9,-0.3
TATAMOTORS,EQ,12-Aug-16,503.25,506.9,519.5,506.15,516,516.8,515.94,7167435,3697950023,93917,3652054,50.95,16.25,-2.9,12.6,0.75,13.35,-3.65
TATAMOTORS,EQ,16-Aug-16,516.8,512.95,515,503.3,506.5,507.6,507.5,6034295,3062390295,92379,3517621,58.29,-1.8,13.5,2.05,9.65,11.7,3.85
TATAMOTORS,EQ,17-Aug-16,507.6,511.1,514.25,505.85,509.4,510.4,510.49,5853980,2988378055,92335,2928328,50.02,6.65,1.75,3.15,5.25,8.4,-3.5
TATAMOTORS,EQ,18-Aug-16,510.4,512.4,517.9,510.75,510.75,512.05,513.91,4990558,2564688049,41295,3117634,62.47,7.5,-0.35,5.5,1.65,7.15,-2
TATAMOTORS,EQ,19-Aug-16,512.05,514,515,508.2,509.8,510,511.24,4567273,2334957086,79375,2639034,57.78,2.95,3.85,1,5.8,6.8,-1.95
TATAMOTORS,EQ,22-Aug-16,510,509.1,513.6,503.1,504,503.95,506.14,4330313,2191744109,67141,2463255,56.88,3.6,6.9,4.5,6,10.5,0.9
TATAMOTORS,EQ,23-Aug-16,503.95,505.25,508.6,500.45,504.5,504,504.34,5342115,2694228177,109435,3043046,56.96,4.65,3.5,3.35,4.8,8.15,-1.3
TATAMOTORS,EQ,24-Aug-16,504,504.7,506.05,493.6,498,498.35,499.34,5189459,2591298036,62646,2574346,49.61,2.05,10.4,1.35,11.1,12.45,-0.7
TATAMOTORS,EQ,25-Aug-16,498.35,498.35,503.3,491.3,492.8,493.85,496.03,8787262,4358746300,103088,5361534,61.01,4.95,7.05,4.95,7.05,12,0
TATAMOTORS,EQ,26-Aug-16,493.85,502,515.35,486,514.25,503.75,503.24,16347856,8226957784,178575,4858699,29.72,21.5,7.85,13.35,16,29.35,-8.15
TATAMOTORS,EQ,29-Aug-16,503.75,522.5,528.75,515.4,525.15,525.3,523.82,12534399,6565828469,152952,4070068,32.47,25,-11.65,6.25,7.1,13.35,-18.75
TATAMOTORS,EQ,30-Aug-16,525.3,528.5,530.8,524.1,529.8,529,527.25,6611147,3485753923,89229,3169383,47.94,5.5,1.2,2.3,4.4,6.7,-3.2
TATAMOTORS,EQ,31-Aug-16,529,529,548.8,529,538,537.7,540.91,15725942,8506360153,190940,6829320,43.43,19.8,0,19.8,0,19.8,0
TATAMOTORS,EQ,1-Sep-16,537.7,540.5,546.65,540,544.75,543.65,543.67,7571854,4116609155,104353,4460016,58.9,8.95,-2.3,6.15,0.5,6.65,-2.8
TATAMOTORS,EQ,2-Sep-16,543.65,552,555.9,549.1,549.5,549.85,551.77,10097146,5571277135,119780,5475098,54.22,12.25,-5.45,3.9,2.9,6.8,-8.35
TATAMOTORS,EQ,6-Sep-16,549.85,556.35,593.3,556.35,587.75,588.7,575.29,15813178,9097241710,183624,7273935,46,43.45,-6.5,36.95,0,36.95,-6.5
TATAMOTORS,EQ,7-Sep-16,588.7,590,598.4,584,589.25,587.4,590.25,13408927,7914654539,194950,6068492,45.26,9.7,4.7,8.4,6,14.4,-1.3
TATAMOTORS,EQ,8-Sep-16,587.4,590.75,591.7,577.75,585,584.2,582.41,10456258,6089837731,124853,6400613,61.21,4.3,9.65,0.95,13,13.95,-3.35
TATAMOTORS,EQ,9-Sep-16,584.2,580,582.95,571.7,573,573.25,574.57,7159068,4113354913,111109,4152885,58.01,-1.25,12.5,2.95,8.3,11.25,4.2
TATAMOTORS,EQ,12-Sep-16,573.25,551,560,549.25,553.75,553.45,554.33,7055294,3910980799,177951,3695619,52.38,-13.25,24,9,1.75,10.75,22.25
TATAMOTORS,EQ,14-Sep-16,553.45,556.25,565.35,544.1,564.2,560.5,550.47,12364724,6806379992,167639,6875618,55.61,11.9,9.35,9.1,12.15,21.25,-2.8
TATAMOTORS,EQ,15-Sep-16,560.5,562,566.25,555.4,558.5,557.55,559.53,5258859,2942507943,55639,2150709,40.9,5.75,5.1,4.25,6.6,10.85,-1.5
TATAMOTORS,EQ,16-Sep-16,557.55,562.4,568.2,546.35,550.6,548.7,552.68,10931845,6041824892,77478,6901424,63.13,10.65,11.2,5.8,16.05,21.85,-4.85
TATAMOTORS,EQ,19-Sep-16,548.7,553.8,556.4,549.45,553.75,554.45,552.69,6979269,3857341178,78552,4517569,64.73,7.7,-0.75,2.6,4.35,6.95,-5.1
TATAMOTORS,EQ,20-Sep-16,554.45,555,556.3,545.5,546.9,548.45,549.23,6874462,3775633923,78787,3790467,55.14,1.85,8.95,1.3,9.5,10.8,-0.55
TATAMOTORS,EQ,21-Sep-16,548.45,548.6,556.4,544,550.1,549.9,551.51,5919149,3264467417,100973,2553227,43.14,7.95,4.45,7.8,4.6,12.4,-0.15
TATAMOTORS,EQ,22-Sep-16,549.9,561.2,562.95,551.35,557.4,558.45,557.3,6012388,3350729309,94438,2709134,45.06,13.05,-1.45,1.75,9.85,11.6,-11.3
TATAMOTORS,EQ,23-Sep-16,558.45,558.5,558.5,551.2,554.5,553.05,553.96,4840360,2681370447,66250,2788048,57.6,0.05,7.25,0,7.3,7.3,-0.05
TATAMOTORS,EQ,26-Sep-16,553.05,549.95,549.95,533.75,535.8,535.3,539.32,6858574,3698975288,101239,3934179,57.36,-3.1,19.3,0,16.2,16.2,3.1
TATAMOTORS,EQ,27-Sep-16,535.3,537.7,542,530.25,533.7,531.95,536.02,4912743,2633315596,65711,1724866,35.11,6.7,5.05,4.3,7.45,11.75,-2.4
TATAMOTORS,EQ,28-Sep-16,531.95,533,545.4,531.5,540.4,540,539.86,6604953,3565734622,81823,2976271,45.06,13.45,0.45,12.4,1.5,13.9,-1.05
TATAMOTORS,EQ,29-Sep-16,540,543,546.9,516.65,525,526.3,530.66,9315794,4943554919,81179,4699475,50.45,6.9,23.35,3.9,26.35,30.25,-3
TATAMOTORS,EQ,30-Sep-16,526.3,525.6,536.55,521.2,534.6,534.85,529.78,5659248,2998147253,97841,2454297,43.37,10.25,5.1,10.95,4.4,15.35,0.7
TATAMOTORS,EQ,3-Oct-16,534.85,539.4,546,539,541.5,540.8,542.36,4505939,2443840120,78127,2230410,49.5,11.15,-4.15,6.6,0.4,7,-4.55
TATAMOTORS,EQ,4-Oct-16,540.8,547.4,552.4,540.65,552,549.95,546.15,5715454,3121516456,75845,2625078,45.93,11.6,0.15,5,6.75,11.75,-6.6
TATAMOTORS,EQ,5-Oct-16,549.95,555.3,562.4,549.75,557.3,559.65,556.65,5929204,3300470090,91060,2355414,39.73,12.45,0.2,7.1,5.55,12.65,-5.35
TATAMOTORS,EQ,6-Oct-16,559.65,563.1,564.2,549.1,551.75,551.45,556.37,4273945,2377891855,63284,1584518,37.07,4.55,10.55,1.1,14,15.1,-3.45
TATAMOTORS,EQ,7-Oct-16,551.45,554.5,567.3,552.6,565,565.7,560.48,9122002,5112709327,77266,4414310,48.39,15.85,-1.15,12.8,1.9,14.7,-3.05
TATAMOTORS,EQ,10-Oct-16,565.7,571.1,571.1,560.9,562.95,562.05,564.9,3673211,2074992066,56992,1605760,43.72,5.4,4.8,0,10.2,10.2,-5.4
TATAMOTORS,EQ,13-Oct-16,562.05,556.9,556.9,537,544,544.85,545.3,9510827,5186225240,130898,4938672,51.93,-5.15,25.05,0,19.9,19.9,5.15
TATAMOTORS,EQ,14-Oct-16,544.85,546,557.45,545,557,556.1,551.37,5872827,3238111051,72101,2660251,45.3,12.6,-0.15,11.45,1,12.45,-1.15
TATAMOTORS,EQ,17-Oct-16,556.1,557.85,557.85,545.9,547.5,547.55,550.83,3463154,1907600423,53873,1520476,43.9,1.75,10.2,0,11.95,11.95,-1.75
TATAMOTORS,EQ,18-Oct-16,547.55,549.2,556,549.2,553.5,554.25,553.27,3965424,2193963391,84356,1896764,47.83,8.45,-1.65,6.8,0,6.8,-1.65
TATAMOTORS,EQ,19-Oct-16,554.25,552.05,554.9,545.05,549.9,550.5,549.78,4275157,2350401334,62363,1654002,38.69,0.65,9.2,2.85,7,9.85,2.2
TATAMOTORS,EQ,20-Oct-16,550.5,553.05,554,546,547.15,546.85,549.11,2770011,1521039090,38591,1021750,36.89,3.5,4.5,0.95,7.05,8,-2.55
TATAMOTORS,EQ,21-Oct-16,546.85,549,550,541.5,544.85,544.5,544.39,2789747,1518718890,57819,1178856,42.26,3.15,5.35,1,7.5,8.5,-2.15
TATAMOTORS,EQ,24-Oct-16,544.5,544,564,543.55,558.3,559.8,556.12,5161299,2870315181,69414,1867448,36.18,19.5,0.95,20,0.45,20.45,0.5
TATAMOTORS,EQ,25-Oct-16,559.8,549.85,561,549.1,552.3,553.8,555.04,5690576,3158495016,84734,1995147,35.06,1.2,10.7,11.15,0.75,11.9,9.95
TATAMOTORS,EQ,26-Oct-16,553.8,548,548,523.15,527.25,530.05,536.04,6665017,3572721426,110729,3349349,50.25,-5.8,30.65,0,24.85,24.85,5.8
TATAMOTORS,EQ,27-Oct-16,530.05,515.6,525.75,510.75,525.5,522,518.75,18470182,9581369352,172802,9321684,50.47,-4.3,19.3,10.15,4.85,15,14.45
TATAMOTORS,EQ,28-Oct-16,522,527,539.95,525.1,536.8,537,535.13,5665910,3032000062,81141,1879139,33.17,17.95,-3.1,12.95,1.9,14.85,-5
TATAMOTORS,EQ,30-Oct-16,537,536.4,536.4,529.5,530.2,531.95,533.06,622999,332092797.8,8887,219253,35.19,-0.6,7.5,0,6.9,6.9,0.6
TATAMOTORS,EQ,1-Nov-16,531.95,534.4,537.9,525.05,529.45,530.6,529.93,6848662,3629295518,105069,2394918,34.97,5.95,6.9,3.5,9.35,12.85,-2.45
TATAMOTORS,EQ,2-Nov-16,530.6,522.6,526,512.35,513.8,513.3,517.68,4750117,2459042776,63419,1326492,27.93,-4.6,18.25,3.4,10.25,13.65,8
TATAMOTORS,EQ,3-Nov-16,513.3,509.8,521.45,505.2,509.25,510.2,513.7,6909458,3549387109,90608,1767397,25.58,8.15,8.1,11.65,4.6,16.25,3.5
TATAMOTORS,EQ,4-Nov-16,510.2,509.25,516.35,501.6,513.5,512.3,509.76,7564243,3855939734,103226,3218898,42.55,6.15,8.6,7.1,7.65,14.75,0.95
TATAMOTORS,EQ,7-Nov-16,512.3,513,521.3,505.05,505.8,506.35,512.33,5507954,2821880141,85057,2074166,37.66,9,7.25,8.3,7.95,16.25,-0.7
TATAMOTORS,EQ,8-Nov-16,506.35,518.4,543,517,538.5,540.2,533.72,12739083,6799089394,137127,3665281,28.77,36.65,-10.65,24.6,1.4,26,-12.05
TATAMOTORS,EQ,9-Nov-16,540.2,501.15,544,500,534.2,533.5,527.23,10276017,5417815514,86307,3066018,29.84,3.8,40.2,42.85,1.15,44,39.05
TATAMOTORS,EQ,10-Nov-16,533.5,536,549.35,531.5,532.9,533.7,540.38,6906437,3732118058,87503,2251899,32.61,15.85,2,13.35,4.5,17.85,-2.5
TATAMOTORS,EQ,11-Nov-16,533.7,526.5,530,505,510.9,507.3,515.15,7823667,4030352275,92133,3957029,50.58,-3.7,28.7,3.5,21.5,25,7.2
TATAMOTORS,EQ,15-Nov-16,507.3,484.9,484.9,453,460.2,457.4,467.85,15356070,7184360608,181331,6471889,42.15,-22.4,54.3,0,31.9,31.9,22.4
TATAMOTORS,EQ,16-Nov-16,457.4,468.45,471.7,450,459.7,458.45,462.65,10855618,5022377245,168974,4098972,37.76,14.3,7.4,3.25,18.45,21.7,-11.05
TATAMOTORS,EQ,17-Nov-16,458.45,460,476,459.65,475.4,472.85,470.43,8949767,4210245038,101157,4021938,44.94,17.55,-1.2,16,0.35,16.35,-1.55
TATAMOTORS,EQ,18-Nov-16,472.85,469.9,473.85,461.85,469.75,471.25,468.48,7246244,3394686672,127178,3393387,46.83,1,11,3.95,8.05,12,2.95
TATAMOTORS,EQ,21-Nov-16,471.25,468,472.8,451.5,458.5,456.95,459.43,7325876,3365696806,95250,3543636,48.37,1.55,19.75,4.8,16.5,21.3,3.25
TATAMOTORS,EQ,22-Nov-16,456.95,464.05,471,453.3,465.5,464.85,461.8,6644867,3068608132,92980,2439956,36.72,14.05,3.65,6.95,10.75,17.7,-7.1
TATAMOTORS,EQ,23-Nov-16,464.85,467,475.3,462,468.5,471.5,469.18,6727083,3156203012,101385,2962058,44.03,10.45,2.85,8.3,5,13.3,-2.15
TATAMOTORS,EQ,24-Nov-16,471.5,466.35,466.35,449.7,451.75,452.95,455.42,8046995,3664780773,84781,3324697,41.32,-5.15,21.8,0,16.65,16.65,5.15
TATAMOTORS,EQ,25-Nov-16,452.95,454.1,456.35,443.15,454.8,452.35,450.34,7426347,3344346660,116364,2399367,32.31,3.4,9.8,2.25,10.95,13.2,-1.15
TATAMOTORS,EQ,28-Nov-16,452.35,451.25,460,450.5,454.15,454.7,456.15,5025929,2292588566,98318,2332408,46.41,7.65,1.85,8.75,0.75,9.5,1.1
